Word Number	Frequency	Arabic	English					
17082	549	يبق	Leaving 					
17083	549	سلوكك	Your behavior 					
17084	549	أنهن	They 					
17085	549	الاسماء	Names 					
17086	549	مصارعة	Wrestling 					
17087	549	أصدقه	 believe him					
17088	549	الوفيات	 deaths					
17089	549	تمتد	Stretching 					
17090	549	بحوزتنا	 in our possession					
17091	549	وعدنا	We promised 					
17092	548	الغرامة	Fine 					
17093	548	أحبت	Love 					
17094	548	أمامهم	In front of them 					
17095	548	الجوانب	 aspects					
17096	548	ببالك	Your mind 					
17097	548	لأشخاص	People 					
17098	548	جارسيا	Garcia 					
17099	548	إشعال	 ignite					
17100	548	بوجهي	My face 					
17101	548	شفقة	Pathetic 					
17102	548	يقاتلون	Fight 					
17103	548	تأريخ	History 					
17104	548	احظى	I have the 					
17105	548	ستجعلني	It will make me 					
17106	548	مدني	 civilians					
17107	548	أممم	Mm 					
17108	548	يوضع	 is placed					
17109	548	بالرد	 replies					
17110	548	الاطوار	Oddball 					
17111	548	لهن	 for them					
17112	547	نحافظ	We maintain 					
17113	547	المرتفعات	Highlands 					
17114	547	عالى	High 					
17115	547	راحلة	Deceased 					
17116	547	جنونه	Mad 					
17117	547	يراقبون	Watching 					
17118	547	ويت	Wet 					
17119	547	العبودية	Slavery 					
17120	547	يتدفق	It flows 					
17121	547	موجودون	Are 					
17122	547	فخورا	Proud 					
17123	547	عبثت	Tampered with 					
17124	547	نسميها	Call 					
17125	547	الحصاد	Harvest 					
17126	547	لايمكنه	He can not 					
17127	547	يتدخل	Interfere 					
17128	547	رآني	Saw me 					
17129	547	بارو	Barrow 					
17130	547	إستمري	Continue 					
17131	547	الخشبية	Wooden 					
17132	547	مختلفون	Different 					
17133	547	إيفانز	Evans 					
17134	547	الأثرياء	Wealthy 					
17135	547	كوبي	Kobe 					
17136	547	تزلج	Ski 					
17137	547	اغلقت	 closed					
17138	547	اتفاقنا	Our agreement 					
17139	547	كلاسيكي	Classic 					
17140	546	يزول	 pass away					
17141	546	متطابقة	 identical					
17142	546	تطارد	Chasing 					
17143	546	تناوله	Eating 					
17144	546	الفضية	Silver 					
17145	546	تركيز	Concentration of 					
17146	546	العشرات	Dozens 					
17147	546	وا	Wa 					
17148	546	التعريف	 definition					
17149	546	ويب	Web 					
17150	546	الاخضر	Green 					
17151	546	برنامجي	 programs					
17152	546	أوجه	Aspects of 					
17153	546	اخبريه	Tell him 					
17154	546	فالي	Valley 					
17155	546	السي	C 					
17156	546	أخذهم	Taken 					
17157	546	الراب	Rap 					
17158	546	استرخ	Relax 					
17159	546	مفعول	 effect					
17160	546	تريديه	Trdi 					
17161	546	الخواتم	Rings 					
17162	546	جونسن	Johnson 					
17163	546	بيس	Pace 					
17164	546	العامه	GENERAL 					
17165	546	الغزو	Invasion 					
17166	545	زلزال	 earthquake					
17167	545	قضائي	Judicial 					
17168	ـ545	المـال	Money 					
17169	545	نقوله	Say 					
17170	545	جبهة	 Front					
17171	545	للتحكم	Control 					
17172	545	خليلة	Concubine 					
17173	545	المراهنة	Bet 					
17174	545	سنقول	We will tell 					
17175	545	لصديقي	My friend 					
17176	545	إرساله	Send 					
17177	545	طبيبا	 doctors					
17178	545	دراكولا	Dracula 					
17179	545	الصينيون	Chinese 					
17180	545	الصدمات	Shock 					
17181	545	لكلمة	Word 					
17182	545	ميلين	Mylene 					
17183	545	الصيدلية	Pharmacy 					
17184	545	خوذة	Helmet 					
17185	545	عاجزة	 powerless					
17186	545	الفا	Alpha 					
17187	545	برأسي	My head 					
17188	545	بمزاج	Mood 					
17189	545	كلماته	His words 					
17190	545	للموسيقى	Music 					
17191	545	أطبخ	Cook 					
17192	545	الصغر	Micro 					
17193	545	العادات	 habits					
17194	545	المصرفي	Banking 					
17195	545	الميداني	Field 					
17196	545	الكنيسه	Church 					
17197	545	إشرب	Drink 					
17198	544	فيش	Fish 					
17199	544	لمساعدتكم	To help 					
17200	544	العظمي	Bone 					
17201	544	لأربع	Four 					
17202	544	البواب	 doorman					
17203	544	أفرغ	Empty 					
17204	544	مودي	Moody 					
17205	544	تلوم	Blame 					
17206	544	نصر	Nasr 					
17207	544	صفقات	 deals					
17208	544	الاستيلاء	Grab 					
17209	544	هاوي	 amateur					
17210	544	مالديك	Mladic 					
17211	544	وضيع	Grubby 					
17212	544	صفعة	Slap 					
17213	544	يغادرون	Leaving 					
17214	544	سكرتيرة	Secretary 					
17215	544	يأمل	He hopes 					
17216	544	الاخرون	Others 					
17217	543	لقيادة	Driving 					
17218	543	وأننا	And we are 					
17219	543	راتشيل	Rachel 					
17220	543	تتقبل	Accept 					
17221	543	لموقع	Site 					
17222	543	سأنظر	I'll look 					
17223	543	استخدموا	 used					
17224	543	وقوف	Parking 					
17225	543	هارفرد	Harvard 					
17226	543	ليلتين	 nights					
17227	543	ملائكة	Angels 					
17228	543	سيهتم	 will take care of					
17229	543	بطلق	Shot 					
17230	543	ومشاهدة	Watching 					
17231	543	ينامون	Sleepers 					
17232	543	غايل	Gayle 					
17233	543	ديكي	Dickey 					
17234	543	تساعده	 help					
17235	543	بعملنا	Our work 					
17236	543	يتركني	LET ME 					
17237	543	بجامعة	 University					
17238	543	لنتكلم	Let's talk 					
17239	543	البحوث	Research 					
17240	543	ببرنامج	 program					
17241	543	اليهودية	Judaism 					
17242	543	الأمثل	Optimal 					
17243	543	الحقنة	 syringe					
17244	543	المجهولة	Anonymous 					
17245	543	للتحرك	To move 					
17246	543	للسلام	Peace 					
17247	543	فقراء	 poor					
17248	543	بيعت	Sold 					
17249	543	بروح	In the spirit of 					
17250	543	بالنساء	 women					
17251	543	المخارج	 exits					
17252	542	روبنسون	Robinson 					
17253	542	مخطىء	 are wrong					
17254	542	المشاة	Infantry 					
17255	542	يدع	Let 					
17256	542	حاوية	 container					
17257	542	طالبان	Taliban 					
17258	542	عضوية	Membership 					
17259	542	إستعمل	Use 					
17260	542	لنتأكد	To make sure 					
17261	542	الفاخرة	Luxury 					
17262	542	طابع	 character					
17263	542	فوقها	Above 					
17264	542	الأسقف	Bishop 					
17265	542	نومه	Sleep 					
17266	542	وأخبر	He told 					
17267	542	اخترع	Invented 					
17268	542	بنس	 pence					
17269	542	يتألم	 suffer					
17270	542	الخوض	Wading 					
17271	542	تؤذيني	 hurt me					
17272	542	مديري	 managers					
17273	541	أسلم	Aslam 					
17274	541	أساليب	 Methods					
17275	541	اصابة	 injured					
17276	541	ايثان	Ethan 					
17277	541	فريزر	Fraser 					
17278	541	المقامرة	Gambling 					
17279	541	إرسالها	Sent 					
17280	541	يشارك	 participate					
17281	541	البني	Brown 					
17282	541	تريدينها	 best for you					
17283	541	جايلز	Giles 					
17284	541	المسامير	Nails 					
17285	541	آريا	Arya 					
17286	541	أرتديه	Wearing 					
17287	541	لتري	To see 					
17288	541	تورطت	Involved 					
17289	541	الموظف	Employee 					
17290	541	لمغادرة	 to leave					
17291	541	زوار	Visitors 					
17292	541	شقيقه	Brother 					
17293	541	رحيم	Rahim 					
17294	541	مسدسات	Pistols 					
17295	541	إشترى	Bought 					
17296	541	المغلقة	Closed 					
17297	541	الحقيقيين	Real 					
17298	541	سنأكل	We eat 					
17299	541	تصليح	Repair 					
17300	540	بريجز	Briggs 					
17301	540	منة	 ment					
17302	540	اصعب	 hardest					
17303	540	متشابهين	 similar					
17304	540	وسيتم	Will be 					
17305	540	توقعته	I expected 					
17306	540	سرقها	 stolen					
17307	540	الكافيين	Caffeine 					
17308	540	السلبية	Negative 					
17309	540	للزفاف	 wedding					
17310	540	لإعطاء	To give 					
17311	540	الرابعه	Four o'clock 					
17312	540	عضلة	 muscle					
17313	540	الغني	Rich 					
17314	540	حديثي	Newborn 					
17315	540	away	away 					
17316	540	سيرى	Will see 					
17317	540	اجتماعية	Social 					
17318	540	الحى	District 					
17319	540	مطاعم	Restaurants 					
17320	540	حقيقيون	Real 					
17321	540	تأت	 come					
17322	540	إضغط	Click 					
17323	540	تريدونه	 do you want					
17324	540	هندرسون	Henderson 					
17325	540	وينتهي	And it ends with 					
17326	540	منزلهم	Their home 					
17327	540	كونت	Count 					
17328	539	ديلون	Dillon 					
17329	539	التعديلات	Amendments 					
17330	539	لإرسال	To send 					
17331	539	هاجمني	He was attacked by 					
17332	539	نعطيه	Give out 					
17333	539	جينجر	Ginger 					
17334	539	سنقيم	We will establish 					
17335	539	غلي	Boiling 					
17336	539	التنقل	Mobility 					
17337	539	برعاية	Sponsored by 					
17338	539	وبمجرد	Once 					
17339	539	الثالوث	Trinity 					
17340	539	المحتملة	Potential 					
17341	539	يصيبني	 strikes me					
17342	539	تصبحون	You become 					
17343	539	ألاسكا	Alaska 					
17344	539	تبول	Piss 					
17345	539	مزحه	 prank					
17346	539	متوسطة	Medium 					
17347	539	ستضع	Will develop 					
17348	539	أبقيت	Maintain 					
17349	539	فكرته	His idea 					
17350	539	مذاقه	Taste 					
17351	539	بمنزلي	My house 					
17352	539	وزنها	Weighing 					
17353	539	مشكل	 problem					
17354	538	اتبعوني	Follow me 					
17355	538	مطيعة	Obedient 					
17356	538	ياإلهى	My goodness 					
17357	538	been	been 					
17358	538	بإخبار	Tell 					
17359	538	المسمار	Screw 					
17360	538	ساعتك	Watch 					
17361	538	جوانب	 aspects					
17362	538	تستغل	 exploit					
17363	538	التسوية	 settlement					
17364	538	رآها	He saw 					
17365	538	شخصى	Personal 					
17366	538	الديمقراطية	 Democracy					
17367	538	المربع	 box					
17368	538	لقيط	Foundling 					
17369	538	ستتم	It will be 					
17370	538	سببه	Caused by 					
17371	538	السلحفاة	Tortoise 					
17372	538	بوهانون	Pohanon 					
17373	538	تشم	Chem 					
17374	538	إلسا	Elsa 					
17375	538	مجتمعنا	 Write					
17376	538	عاقل	Sane 					
17377	537	مورو	Moro 					
17378	537	الشخصيه	Personal 					
17379	537	لقوله	For saying 					
17380	537	جذور	 roots					
17381	537	يقاوم	Resists 					
17382	537	نوريس	Norris 					
17383	537	اطلبي	Ask 					
17384	537	إعطني	Give me 					
17385	537	الرهيبة	Terrible 					
17386	537	خفر	Coast 					
17387	537	أتنفس	Breathe 					
17388	537	بالمجان	Free of charge 					
17389	537	الغيبوبة	Coma 					
17390	537	المجرات	Galaxies 					
17391	537	shh	shh 					
17392	537	شيفون	Chiffon 					
17393	537	المقصورة	Cabin 					
17394	537	طور	 developed					
17395	537	عشيق	Stud 					
17396	ـ537	بـأس	Fine 					
17397	537	نذير	Nazir 					
17398	537	إطارات	 frames					
17399	537	تظاهرت	Pretended to 					
17400	537	ستفهم	 will understand					
17401	537	أسطول	 Fleet					
17402	537	ميمي	Mimi 					
17403	537	كوينتن	Quinton 					
17404	537	أسجل	Record 					
17405	536	ليأخذ	To take 					
17406	536	بعملها	 work					
17407	536	فلينت	Flint 					
17408	536	والحياة	Life 					
17409	536	أضحوكة	Laughingstock 					
17410	536	يضعوا	Put 					
17411	536	رتب	Order 					
17412	536	بإعطاء	Giving 					
17413	536	سأعطي	I will give 					
17414	536	الإقتصاد	Economics 					
17415	536	الاستيقاظ	Waking up every 					
17416	536	ضربتني	You beat me 					
17417	536	راقية	 upscale					
17418	536	ملم	Mm 					
17419	536	كلاسيكية	Classic 					
17420	536	مصدومة	 shocked					
17421	536	جير	Gear 					
17422	536	هاربة	Fugitive 					
17423	536	أتباع	Followers 					
17424	536	وتصبح	And become 					
17425	536	سنجعل	We will make 					
17426	536	مسلية	Amusing 					
17427	536	فأكثر	And over 					
17428	536	بمقدورنا	We can 					
17429	536	لئيم	CUR 					
17430	536	لعقد	To hold 					
17431	536	بارب	Barb 					
17432	536	المراة	Women's 					
17433	535	بصرف	Regardless 					
17434	535	حقيقيين	Real 					
17435	535	اخبركم	Telling 					
17436	535	تعودوا	 are used					
17437	535	شكلك	Shklk 					
17438	535	مصيرك	Destiny 					
17439	535	سأعلم	I will be teaching 					
17440	535	متبقية	Remaining 					
17441	535	cause	cause 					
17442	535	مغادر	Treacherous 					
17443	535	ساقيك	 legs					
17444	535	كو	Ku 					
17445	535	سيتزوج	Marry 					
17446	535	إختار	Select 					
17447	535	سأمنحك	I will give you 					
17448	535	ساقول	I will tell 					
17449	535	يتصلون	Call 					
17450	535	اسنان	 teeth					
17451	ـ535	جـاس	Jas 					
17452	535	يودون	We would like to 					
17453	ــ534	أنــت	You are 					
17454	534	امارس	I practice 					
17455	534	أرثر	Arthur 					
17456	534	الناري	Firewall 					
17457	534	انفسكم	Yourselves 					
17458	534	اعتمد	Adopted 					
17459	534	استجواب	Questioning 					
17460	534	ترو	True 					
17461	534	ويذهب	Go 					
17462	534	وعمل	And the work of 					
17463	534	أخرجك	Brought thee 					
17464	534	مدرستك	 school					
17465	534	أتمزحين	Otmzhan 					
17466	534	نتسكع	Hanging out 					
17467	534	الصفوف	 rows					
17468	ــ534	كــان	 was					
17469	534	لتبقى	The remaining 					
17470	534	جبنة	 Cheese					
17471	534	الانسحاب	Withdrawal 					
17472	534	الراكون	Raccoon 					
17473	534	ارتفع	Rose 					
17474	533	أنجبت	I gave birth to 					
17475	533	عاشوا	 lived					
17476	533	ملحوظ	Marked 					
17477	533	الجمهوري	Republican 					
17478	533	تيرى	Tere 					
17479	533	ضعيها	Put them 					
17480	533	قضمة	Bite 					
17481	533	الهارب	Fugitive 					
17482	533	تخضع	 are subject to					
17483	533	تجاوزنا	Beyond 					
17484	533	ابتعدت	 moved away					
17485	533	تأكله	Eat 					
17486	533	يحن	Ripe 					
17487	533	ء	E 					
17488	533	وضعهم	Status 					
17489	533	لمصلحتك	 burglars					
17490	533	بالتعب	Tired 					
17491	533	إنتبهوا	Pay attention 					
